
Total Student params = 551282

Epoch #149: Loss =       0.0004 		PSNR = 37.02	(Time: 61.323815)
Epoch #150: Loss =       0.0004 		PSNR = 37.03	(Time: 61.124006)
Epoch #151: Loss =       0.0004 		PSNR = 37.03	(Time: 61.074112)
Epoch #152: Loss =       0.0004 		PSNR = 37.05	(Time: 61.205567)
Epoch #153: Loss =       0.0004 		PSNR = 37.05	(Time: 61.378695)
Epoch #154: Loss =       0.0004 		PSNR = 37.05	(Time: 58.371948)
Epoch #155: Loss =       0.0004 		PSNR = 37.06	(Time: 61.284129)
Epoch #156: Loss =       0.0004 		PSNR = 37.02	(Time: 61.119417)
Epoch #157: Loss =       0.0004 		PSNR = 37.01	(Time: 61.346931)
Epoch #158: Loss =       0.0004 		PSNR = 37.02	(Time: 61.337084)
Epoch #159: Loss =       0.0004 		PSNR = 37.03	(Time: 58.373607)
Epoch #160: Loss =       0.0004 		PSNR = 37.03	(Time: 61.293315)
Epoch #161: Loss =       0.0004 		PSNR = 37.02	(Time: 61.047541)
Epoch #162: Loss =       0.0004 		PSNR = 37.01	(Time: 61.247149)
Epoch #163: Loss =       0.0004 		PSNR = 37.03	(Time: 61.310611)
Epoch #164: Loss =       0.0004 		PSNR = 37.05	(Time: 61.325604)
Epoch #165: Loss =       0.0004 		PSNR = 37.05	(Time: 61.321878)
Epoch #166: Loss =       0.0004 		PSNR = 37.05	(Time: 61.216013)
Epoch #167: Loss =       0.0004 		PSNR = 37.05	(Time: 58.414723)
Epoch #168: Loss =       0.0004 		PSNR = 37.05	(Time: 61.261334)
Epoch #169: Loss =       0.0004 		PSNR = 37.07	(Time: 61.341936)
Epoch #170: Loss =       0.0004 		PSNR = 37.05	(Time: 61.446664)
Epoch #171: Loss =       0.0004 		PSNR = 37.06	(Time: 58.218118)
Epoch #172: Loss =       0.0004 		PSNR = 37.07	(Time: 61.257229)
Epoch #173: Loss =       0.0004 		PSNR = 37.07	(Time: 61.329316)
Epoch #174: Loss =       0.0004 		PSNR = 37.08	(Time: 61.437508)
Epoch #175: Loss =       0.0004 		PSNR = 37.09	(Time: 61.542653)
Epoch #176: Loss =       0.0004 		PSNR = 37.19	(Time: 61.159619)
Epoch #177: Loss =       0.0004 		PSNR = 37.19	(Time: 61.368195)
Epoch #178: Loss =       0.0004 		PSNR = 37.20	(Time: 61.362777)
Epoch #179: Loss =       0.0004 		PSNR = 37.20	(Time: 61.382205)
Epoch #180: Loss =       0.0004 		PSNR = 37.20	(Time: 61.433984)
Epoch #181: Loss =       0.0004 		PSNR = 37.11	(Time: 61.079915)
Epoch #182: Loss =       0.0004 		PSNR = 37.11	(Time: 61.292586)
Epoch #183: Loss =       0.0004 		PSNR = 37.11	(Time: 61.326466)
Epoch #184: Loss =       0.0004 		PSNR = 37.11	(Time: 61.339386)
Epoch #185: Loss =       0.0004 		PSNR = 37.11	(Time: 61.325554)
Epoch #186: Loss =       0.0004 		PSNR = 37.13	(Time: 61.415571)
Epoch #187: Loss =       0.0004 		PSNR = 37.14	(Time: 61.448912)
Epoch #188: Loss =       0.0004 		PSNR = 37.13	(Time: 61.232332)
Epoch #189: Loss =       0.0004 		PSNR = 37.12	(Time: 61.308503)
Epoch #190: Loss =       0.0004 		PSNR = 37.13	(Time: 61.346828)
Epoch #191: Loss =       0.0004 		PSNR = 37.20	(Time: 61.033245)
Epoch #192: Loss =       0.0004 		PSNR = 37.22	(Time: 61.166921)
Epoch #193: Loss =       0.0004 		PSNR = 37.21	(Time: 61.263891)
Epoch #194: Loss =       0.0004 		PSNR = 37.22	(Time: 61.212254)
Epoch #195: Loss =       0.0004 		PSNR = 37.21	(Time: 61.226962)
Epoch #196: Loss =       0.0004 		PSNR = 37.15	(Time: 61.227849)
Epoch #197: Loss =       0.0004 		PSNR = 37.20	(Time: 61.317112)
Epoch #198: Loss =       0.0004 		PSNR = 37.20	(Time: 61.314751)
Epoch #199: Loss =       0.0004 		PSNR = 37.20	(Time: 61.286561)
Epoch #200: Loss =       0.0004 		PSNR = 37.20	(Time: 61.298868)
Epoch #201: Loss =       0.0004 		PSNR = 37.17	(Time: 61.066891)
Epoch #202: Loss =       0.0004 		PSNR = 37.21	(Time: 61.170876)
Epoch #203: Loss =       0.0004 		PSNR = 37.20	(Time: 61.263441)
Epoch #204: Loss =       0.0004 		PSNR = 37.20	(Time: 61.185479)
Epoch #205: Loss =       0.0004 		PSNR = 37.18	(Time: 61.276403)
Epoch #206: Loss =       0.0004 		PSNR = 37.24	(Time: 61.150662)
Epoch #207: Loss =       0.0004 		PSNR = 37.22	(Time: 61.194665)
Epoch #208: Loss =       0.0004 		PSNR = 37.23	(Time: 61.401255)
Epoch #209: Loss =       0.0004 		PSNR = 37.25	(Time: 58.388192)
Epoch #210: Loss =       0.0004 		PSNR = 37.25	(Time: 61.248837)
Epoch #211: Loss =       0.0004 		PSNR = 37.14	(Time: 61.170277)
Epoch #212: Loss =       0.0004 		PSNR = 37.18	(Time: 58.255369)
Epoch #213: Loss =       0.0004 		PSNR = 37.20	(Time: 61.307134)
Epoch #214: Loss =       0.0004 		PSNR = 37.20	(Time: 61.348029)
Epoch #215: Loss =       0.0004 		PSNR = 37.20	(Time: 61.263490)
Epoch #216: Loss =       0.0004 		PSNR = 37.23	(Time: 61.177172)
Epoch #217: Loss =       0.0004 		PSNR = 37.22	(Time: 58.365981)
Epoch #218: Loss =       0.0004 		PSNR = 37.24	(Time: 61.275701)
Epoch #219: Loss =       0.0004 		PSNR = 37.23	(Time: 61.310636)
Epoch #220: Loss =       0.0004 		PSNR = 37.23	(Time: 61.281801)
Epoch #221: Loss =       0.0004 		PSNR = 37.21	(Time: 60.974302)
Epoch #222: Loss =       0.0004 		PSNR = 37.21	(Time: 61.139390)
Epoch #223: Loss =       0.0004 		PSNR = 37.21	(Time: 61.230001)
Epoch #224: Loss =       0.0004 		PSNR = 37.22	(Time: 61.301709)
Epoch #225: Loss =       0.0004 		PSNR = 37.22	(Time: 61.265816)
Epoch #226: Loss =       0.0004 		PSNR = 37.27	(Time: 61.152916)
Epoch #227: Loss =       0.0004 		PSNR = 37.26	(Time: 61.199960)
Epoch #228: Loss =       0.0004 		PSNR = 37.26	(Time: 61.413429)
Epoch #229: Loss =       0.0004 		PSNR = 37.27	(Time: 61.284950)
Epoch #230: Loss =       0.0004 		PSNR = 37.27	(Time: 61.324580)
Epoch #231: Loss =       0.0004 		PSNR = 37.14	(Time: 61.076535)
Epoch #232: Loss =       0.0004 		PSNR = 37.13	(Time: 61.196571)
Epoch #233: Loss =       0.0003 		PSNR = 37.15	(Time: 61.347318)
Epoch #234: Loss =       0.0003 		PSNR = 37.15	(Time: 61.296414)
Epoch #235: Loss =       0.0003 		PSNR = 37.16	(Time: 61.284470)
Epoch #236: Loss =       0.0004 		PSNR = 37.18	(Time: 61.293323)
Epoch #237: Loss =       0.0003 		PSNR = 37.18	(Time: 61.238961)
Epoch #238: Loss =       0.0004 		PSNR = 37.18	(Time: 61.315358)
Epoch #239: Loss =       0.0004 		PSNR = 37.18	(Time: 61.283749)
Epoch #240: Loss =       0.0003 		PSNR = 37.19	(Time: 61.302068)
Epoch #241: Loss =       0.0004 		PSNR = 37.24	(Time: 61.092410)
Epoch #242: Loss =       0.0004 		PSNR = 37.24	(Time: 61.157161)
Epoch #243: Loss =       0.0004 		PSNR = 37.25	(Time: 61.249970)
Epoch #244: Loss =       0.0004 		PSNR = 37.24	(Time: 61.301867)
Epoch #245: Loss =       0.0004 		PSNR = 37.24	(Time: 61.109488)
Epoch #246: Loss =       0.0004 		PSNR = 37.10	(Time: 61.151779)
Epoch #247: Loss =       0.0004 		PSNR = 36.83	(Time: 61.221553)
Epoch #248: Loss =       0.0004 		PSNR = 37.06	(Time: 61.280190)
Epoch #249: Loss =       0.0004 		PSNR = 37.12	(Time: 61.276626)
Epoch #250: Loss =       0.0004 		PSNR = 37.10	(Time: 61.071721)
Epoch #251: Loss =       0.0004 		PSNR = 37.20	(Time: 61.033413)
Epoch #252: Loss =       0.0003 		PSNR = 37.22	(Time: 61.063132)
Epoch #253: Loss =       0.0004 		PSNR = 37.19	(Time: 61.158296)
Epoch #254: Loss =       0.0003 		PSNR = 37.22	(Time: 61.288641)
Epoch #255: Loss =       0.0003 		PSNR = 37.23	(Time: 58.381253)
Epoch #256: Loss =       0.0004 		PSNR = 37.18	(Time: 61.174138)
Epoch #257: Loss =       0.0004 		PSNR = 37.15	(Time: 61.211192)
Epoch #258: Loss =       0.0003 		PSNR = 37.21	(Time: 61.299073)
Epoch #259: Loss =       0.0004 		PSNR = 37.17	(Time: 61.343604)
Epoch #260: Loss =       0.0003 		PSNR = 37.21	(Time: 58.420985)
Epoch #261: Loss =       0.0004 		PSNR = 37.30	(Time: 61.052259)
Epoch #262: Loss =       0.0003 		PSNR = 37.31	(Time: 61.181966)
Epoch #263: Loss =       0.0003 		PSNR = 37.30	(Time: 58.349966)
Epoch #264: Loss =       0.0003 		PSNR = 37.31	(Time: 61.315397)
Epoch #265: Loss =       0.0003 		PSNR = 37.32	(Time: 61.337277)
Epoch #266: Loss =       0.0003 		PSNR = 37.31	(Time: 61.167912)
Epoch #267: Loss =       0.0003 		PSNR = 37.30	(Time: 58.306587)
Epoch #268: Loss =       0.0003 		PSNR = 37.32	(Time: 61.293557)
Epoch #269: Loss =       0.0003 		PSNR = 37.31	(Time: 61.281995)
Epoch #270: Loss =       0.0003 		PSNR = 37.33	(Time: 61.326094)
Epoch #271: Loss =       0.0003 		PSNR = 37.29	(Time: 61.191847)
Epoch #272: Loss =       0.0003 		PSNR = 37.30	(Time: 61.167685)
Epoch #273: Loss =       0.0003 		PSNR = 37.28	(Time: 61.283058)
Epoch #274: Loss =       0.0003 		PSNR = 37.29	(Time: 61.300658)
Epoch #275: Loss =       0.0003 		PSNR = 37.30	(Time: 61.294289)
Epoch #276: Loss =       0.0003 		PSNR = 37.36	(Time: 61.182692)
Epoch #277: Loss =       0.0003 		PSNR = 37.35	(Time: 61.216242)
Epoch #278: Loss =       0.0003 		PSNR = 37.34	(Time: 61.298932)
Epoch #279: Loss =       0.0003 		PSNR = 37.34	(Time: 61.329510)
Epoch #280: Loss =       0.0003 		PSNR = 37.36	(Time: 61.305911)
Epoch #281: Loss =       0.0003 		PSNR = 37.29	(Time: 61.169997)
Epoch #282: Loss =       0.0003 		PSNR = 37.29	(Time: 61.154365)
Epoch #283: Loss =       0.0003 		PSNR = 37.31	(Time: 61.294141)
Epoch #284: Loss =       0.0003 		PSNR = 37.29	(Time: 61.203008)
Epoch #285: Loss =       0.0003 		PSNR = 37.29	(Time: 61.290430)
Epoch #286: Loss =       0.0003 		PSNR = 37.32	(Time: 61.198184)
Epoch #287: Loss =       0.0003 		PSNR = 37.33	(Time: 61.275506)
Epoch #288: Loss =       0.0003 		PSNR = 37.33	(Time: 61.260210)
Epoch #289: Loss =       0.0003 		PSNR = 37.35	(Time: 61.358207)
Epoch #290: Loss =       0.0003 		PSNR = 37.34	(Time: 61.273501)
Epoch #291: Loss =       0.0003 		PSNR = 37.33	(Time: 61.131111)
Epoch #292: Loss =       0.0003 		PSNR = 37.33	(Time: 61.138318)
Epoch #293: Loss =       0.0003 		PSNR = 37.33	(Time: 61.278013)
Epoch #294: Loss =       0.0003 		PSNR = 37.34	(Time: 61.301080)
Epoch #295: Loss =       0.0003 		PSNR = 37.33	(Time: 61.336606)
Epoch #296: Loss =       0.0003 		PSNR = 37.34	(Time: 61.436425)
Epoch #297: Loss =       0.0003 		PSNR = 37.36	(Time: 61.300205)
Epoch #298: Loss =       0.0003 		PSNR = 37.36	(Time: 61.339076)
Epoch #299: Loss =       0.0003 		PSNR = 37.35	(Time: 61.399120)
Epoch #300: Loss =       0.0003 		PSNR = 37.35	(Time: 58.459076)
Total training time = 20766.26
